Project Name,Enbloced,Land Size,Master Plan GFA,Plot Ratio,Postal Code,Property Type,Tenure,Planning Area,District,Age,Number of Units,Average Price,Historical High,Historical Low,Distance to MRT,Enbloc Probability,En Bloc Likelihood
ORCHARD VIEW,0,2701.0,7567.0,2.8,239977,0,1, River Valley,9,33.0,3.0,2767.0,3641.0,2174.0,0.3485255755481713,0.004000337990502081,Very Unlikely
ORCHID APARTMENTS,0,8383.0,21270.96451425247,2.2073144876325084,289533,0,1, Bukit Timah,11,66.0,52.0,1670.0,1696.0,442.0,0.3639265186103827,0.3186601848142201,Unlikely
ORCHID PARK CONDOMINIUM,0,38234.0,80292.0,2.1,768445,1,0, Yishun,27,49.0,615.0,890.0,960.0,268.0,0.5006558414941844,0.4746190329749959,Possible
ORION,0,2551.0,7159.0,2.81,258333,0,1, Newton,10,35.0,46.0,2339.0,3218.0,1327.0,0.7271371708515778,0.005792039547561285,Very Unlikely
OUE TWIN PEAKS,0,12166.0,34065.0,2.8,239197,1,0, River Valley,9,28.0,462.0,2281.0,3462.0,2086.0,0.5512066238839015,0.008354331275741617,Very Unlikely
OVADA 8,0,1342.0,3467.0,1.4,427071,0,1, Geylang,15,42.0,8.0,1042.0,1042.0,386.0,0.7917735865168116,0.5236165149758055,Possible
OXFORD SUITES,0,1701.0,4763.0,2.8,218817,0,1, Kallang,8,33.0,6.0,1545.0,1567.0,676.0,0.4006747936548601,0.19760839910576672,Very Unlikely
OXLEY EDGE,0,203.0,570.0,2.8,238349,0,1, River Valley,9,27.0,45.0,2210.0,2336.0,1315.0,0.4624088781761098,0.0724366668078623,Very Unlikely
OXLEY RESIDENCE,0,3293.0,3293.0,1.0,238632,1,1, River Valley,9,29.0,17.0,2110.0,2400.0,1897.0,0.4317877383066286,0.08717100028273868,Very Unlikely
PALAZZETTO,0,1406.0,2956.0,2.1,436891,0,1, Kallang,15,41.0,32.0,1636.0,1672.0,628.0,0.7939497576734429,0.25323973168438324,Unlikely
PALISADES,0,4250.0,5949.0,1.4,118635,1,1, Queenstown,5,58.0,18.0,1093.0,1154.0,317.0,0.5421230542594552,0.600069598431354,Likely
PALM GALLERIA,0,2302.0,3223.0,1.4,425701,0,1, Bedok,15,33.0,4.0,1035.0,1545.0,518.0,0.9302937130080976,0.13255704055524042,Very Unlikely
PALM GARDENS,0,30663.0,85938.0,2.8,689047,1,0, Choa Chu Kang,23,43.0,694.0,933.0,1009.0,319.0,0.2238377101039029,0.4253548913246154,Possible
PALM GREEN,0,3516.0,4922.0,1.4,117621,0,1, Queenstown,5,44.0,4.0,1118.0,1213.0,421.0,1.690851349596507,0.41466906418999083,Possible
PALM GROVE CONDOMINIUM,0,11068.0,15480.0,1.4,547315,1,0, Hougang,19,41.0,111.0,1294.0,1363.0,392.0,0.7200995615560751,0.29936202651313587,Unlikely
PALM HAVEN,0,4089.0,5727.0,1.4,547312,1,0, Hougang,19,41.0,48.0,1085.0,1090.0,286.0,0.818506083419688,0.4732506892862894,Possible
PALM ISLES,0,26818.0,37545.0,1.4,506866,1,0, Pasir Ris,17,28.0,429.0,1093.0,1264.0,540.0,1.021800849161079,0.3159584433587737,Unlikely
PALM LOFT,0,953.0,1319.0,1.38,427282,0,1, Geylang,15,35.0,16.0,1263.0,1277.0,494.0,0.5744546889213193,0.3547406472350099,Unlikely
PALM MANSIONS,0,2401.0,3361.0,1.4,118684,0,1, Queenstown,5,45.0,3.0,1384.0,1384.0,509.0,0.9488225875536396,0.38353980141024097,Unlikely
PALM OASIS,0,3209.0,4523.0,1.41,426052,0,1, Bedok,15,35.0,56.0,1158.0,1407.0,508.0,0.7097379745351176,0.25728223624066127,Unlikely
PALM RESIDENCE,0,1892.0,3764.0,1.99,598429,0,1, Bukit Timah,21,39.0,32.0,757.0,1059.0,310.0,0.7686933908700503,0.4142877362695205,Possible
PALM SPRING,0,16376.0,34433.0,2.1,259324,1,1, Tanglin,10,46.0,167.0,2103.0,2130.0,529.0,0.7889091213414574,0.05880299074667891,Very Unlikely
PALM VISTA,0,2141.0,2997.0,1.4,426224,0,1, Bedok,15,35.0,32.0,1258.0,1333.0,592.0,0.5622832636453349,0.33648333369368516,Unlikely
PALMERA RESIDENCE,0,1342.0,1879.0,1.4,425163,0,1, Bedok,15,33.0,38.0,1322.0,1508.0,516.0,1.29560039240032,0.2177326157797264,Unlikely
PALMWOODS,0,7406.0,10369.0,1.4,487040,1,0, Bedok,16,44.0,87.0,992.0,1052.0,276.0,0.5701053906077589,0.5063782752335765,Possible
PANDAN VALLEY,0,80385.0,168808.0,2.1,597625,1,1, Bukit Timah,21,65.0,65.0,1393.0,1768.0,180.0,0.9575908605285992,0.0004035450499295227,Very Unlikely
PAPILLON,0,1146.0,3210.0,2.8,329089,0,1, Novena,12,40.0,73.0,1239.0,1281.0,419.0,0.663347313777652,0.429199455195935,Possible
PARADISE PALMS,0,2475.0,6929.0,2.8,439198,0,1, Geylang,15,41.0,58.0,1707.0,1802.0,631.0,0.7605021863977603,0.1844515003142288,Very Unlikely
PARBURY HILL CONDOMINIUM,0,20838.0,29173.0,1.4,467298,1,1, Bedok,16,46.0,182.0,1469.0,1577.0,467.0,1.076853196601778,0.20716285551657274,Unlikely
PARC ASTON,0,259.0,543.0,2.1,358831,0,1, Toa Payoh,13,32.0,16.0,1256.0,1256.0,801.0,0.2136945402264765,0.41903727905720245,Possible
PARC BLEU,0,1049.0,1469.0,1.4,427944,0,1, Bedok,15,30.0,55.0,1354.0,1471.0,933.0,0.789313964833651,0.3235160535118122,Unlikely
Parc Botannia,0,21129.0,63388.0,3.0,797390,1,0, Sengkang,28,21.0,735.0,1542.0,1662.0,1080.0,0.1798878123782905,0.26720321011673215,Unlikely
PARC CENTENNIAL,0,2766.0,5808.0,2.1,228867,0,1, Novena,9,32.0,51.0,1524.0,1749.0,1005.0,0.6528980284722982,0.17771686162387804,Very Unlikely
PARC CENTROS,0,18111.0,54331.0,3.0,828719,1,0, Punggol,19,27.0,618.0,1349.0,1558.0,752.0,0.2169178036283139,0.25462043438614457,Unlikely
Parc Clematis,0,58898.0,123669.0,2.1,126740,0,0, Clementi,5,39.48150357995227,1468.0,1828.0,2082.0,1326.0,0.7014765313219076,0.41836623274450674,Possible
PARC ELEGANCE,0,4453.0,3421.0,0.77,423761,0,1, Bedok,15,30.0,157.0,1463.0,1687.0,882.0,0.5724248235870281,0.2575952373126947,Unlikely
PARC EMILY,0,516.0,1499.0,2.1,228490,1,1, Rochor,9,35.0,295.0,1908.0,2061.0,564.0,0.2892890739168294,0.21670601688495078,Unlikely
PARC HAVEN,0,5484.0,15354.0,2.8,328741,0,1, Novena,12,39.0,137.0,1394.0,1537.0,306.0,0.9973784945786702,0.20239075265553788,Unlikely
PARC IMPERIAL,0,4121.0,5770.0,1.4,117422,1,1, Queenstown,5,33.0,138.0,1743.0,1913.0,773.0,0.2382401822082572,0.15069812024137905,Very Unlikely
PARC KOMO,0,18589.0,26025.0,1.4,506786,0,1, Pasir Ris,17,39.48150357995227,276.0,1685.0,1840.0,1389.0,1.786986294272468,0.32837469680706716,Unlikely
PARC MACKENZIE,0,1657.0,3474.0,2.1,228687,0,1, Rochor,9,34.0,42.0,1550.0,1646.0,995.0,0.2059267318830758,0.26178378825747994,Unlikely
PARC MONDRIAN,0,12058.0,36126.0,2.78,357916,0,1, Toa Payoh,13,33.0,1.0,1564.0,1725.0,516.0,0.4632867222771565,0.03257278593308537,Very Unlikely
PARC OASIS,0,68664.0,137329.0,2.0,609774,1,0, Jurong East,22,49.0,95.0,1038.0,1151.0,192.0,0.2336838148791713,0.004084776866097981,Very Unlikely
PARC OLYMPIA,0,29950.0,41930.0,1.4,506856,1,0, Pasir Ris,17,28.0,486.0,1081.0,1252.0,621.0,1.084363045044258,0.35611000786434366,Unlikely
PARC PALAIS,0,48648.0,68108.0,1.4,596301,1,1, Bukit Batok,21,44.0,517.0,1497.0,1598.0,403.0,0.5216704459446161,0.1404581264621189,Very Unlikely
PARC REGENCY,0,1583.0,2216.0,1.4,118652,0,1, Queenstown,5,41.0,2.0,1009.0,1051.0,501.0,0.7454010437399977,0.5253562221189283,Possible
Parc Riviera,0,18909.0,52944.0,2.8,126753,1,0, Clementi,5,24.0,752.0,1504.0,1627.0,934.0,1.548166456229849,0.38679911580047005,Unlikely
PARC ROSEWOOD,0,27380.0,38333.0,1.4,737783,1,0, Woodlands,25,29.0,689.0,1174.0,1440.0,634.0,0.9144384970055734,0.5075903874657139,Possible
PARC SEABREEZE,0,5257.0,11039.0,2.1,427711,0,1, Marine Parade,15,31.0,94.0,1669.0,2018.0,1050.0,1.772929320325257,0.09488184300684106,Very Unlikely
PARC SOMME,0,498.0,1494.0,3.0,207877,0,0, Kallang,8,31.0,3.0,1523.0,1830.0,825.0,0.5040588474944023,0.11033883381937129,Very Unlikely
PARC SOPHIA,0,3780.0,2707.0,0.72,229975,0,1, Rochor,9,32.0,152.0,1760.0,2069.0,1018.0,0.3480216858359581,0.14205425854865467,Very Unlikely
PARC STEVENS,0,3018.0,4225.0,1.4,257913,1,1, Tanglin,10,43.0,48.0,1991.0,2115.0,926.0,0.4107647407692035,0.14294257380751557,Very Unlikely
PARC VERA,0,15630.0,43765.0,2.8,534037,1,0, Hougang,19,29.0,452.0,1197.0,1280.0,563.0,0.8408772211624936,0.3315047680827351,Unlikely
PARC VISTA,0,31748.0,88893.0,2.8,649810,1,0, Jurong West,22,46.0,638.0,942.0,1104.0,283.0,0.2883834260374797,0.2965475245864765,Unlikely
PARK COLONIAL,0,12483.0,34952.0,2.8,357657,1,0, Toa Payoh,13,22.0,85.0,2025.0,2290.0,1308.0,0.1452351130995632,0.01645039440037526,Very Unlikely
PARK COURT,0,3568.0,4996.0,1.4,426641,0,1, Geylang,15,48.0,48.0,1242.0,1242.0,337.0,0.5761176162447563,0.4920060785666997,Possible
PARK EAST,0,24570.0,34398.0,1.4,457264,1,1, Bedok,15,49.0,211.0,1543.0,1672.0,383.0,0.9135437576790192,0.16257288328902564,Very Unlikely
PARK INFINIA AT WEE NAM,0,20859.0,58406.0,2.8,308342,1,1, Novena,11,35.0,486.0,2195.0,2518.0,713.0,0.596420184360566,0.02056110282990879,Very Unlikely
PARK NATURA,0,19233.0,26926.0,1.4,659763,1,1, Bukit Timah,23,32.0,192.0,1307.0,1462.0,743.0,0.9332163031659758,0.20426865207960174,Unlikely
PARK NOVA,0,4365.0,11988.0,2.8,247858,0,1, Orchard,10,39.48150357995227,54.0,4591.0,5838.0,4426.0,0.7358161400235973,0.0002956982954724071,Very Unlikely
PARK RESIDENCES KOVAN,0,974.0,1364.0,1.4,534679,0,1, Hougang,19,29.0,41.0,1766.0,1943.0,795.0,0.4285163151582822,0.10208406742500407,Very Unlikely
PARK VIEW MANSION,0,17835.0,37454.0,2.1,618643,1,0, Jurong East,22,39.48150357995227,16.0,1282.0,862.0,135.0,1.295852945932512,0.28897649429133876,Unlikely
PARKSHORE,0,9644.0,27026.0,2.8,436917,1,1, Kallang,15,48.0,152.0,1798.0,1813.0,428.0,0.8478956479529635,0.150880525740618,Very Unlikely
PARKSUITES,0,9407.0,13170.0,1.4,278800,0,0, Bukit Timah,10,39.48150357995227,119.0,2258.0,2354.0,1770.0,0.7847225172637824,0.16329107140784332,Very Unlikely
PARKVIEW APARTMENTS,0,24979.0,62447.0,2.5,658880,1,0, Bukit Batok,23,45.0,532.0,852.0,983.0,271.0,1.489837131590753,0.5104513075148787,Possible
PARKVIEW ECLAT,0,5417.0,11377.0,2.1,249617,1,1, River Valley,10,34.0,35.0,3264.0,4180.0,2399.0,0.9643522767510256,0.001456093397293404,Very Unlikely
PARKWOOD RESIDENCES,0,1313.0,1839.0,1.4,545653,0,0, Hougang,19,39.48150357995227,18.0,1575.0,1751.0,1290.0,1.245957055771151,0.32782360704381497,Unlikely
PARRY COURT,0,926.0,1296.0,1.4,547261,0,0, Hougang,19,39.0,13.0,752.0,911.0,302.0,0.6518042096241299,0.532606979221599,Possible
PARVIS,0,22812.0,36169.0,1.59,278743,1,1, Bukit Timah,10,31.0,248.0,2197.0,2315.0,1193.0,0.5212477065565638,0.04373921579023811,Very Unlikely
PASADENA,0,1610.0,4507.0,2.8,309470,0,1, Novena,11,41.0,36.0,929.0,1312.0,392.0,0.605357344585872,0.29591733055233704,Unlikely
PASIR PANJANG COURT,0,3643.0,21270.96451425247,2.2073144876325084,118972,0,1, Queenstown,5,39.48150357995227,28.0,1424.0,1424.0,365.0,1.353062911015333,0.16840990964363087,Very Unlikely
PASIR PANJANG LODGE,0,1453.0,21270.96451425247,2.2073144876325084,118722,0,1, Queenstown,5,48.0,12.0,1041.0,1041.0,542.0,1.356584864812932,0.47367845180838697,Possible
PASIR RIS 8,0,38004.0,95010.0,2.2073144876325084,519467,1,0, Pasir Ris,18,18.0,487.0,1840.0,2100.0,1411.0,0.1058992083448364,0.01137802101282408,Very Unlikely
PASIR VIEW PARK,0,9009.0,12470.0,1.38,118571,1,1, Queenstown,5,49.0,8.0,1435.0,1498.0,393.0,0.5113167473948134,0.24467984029237558,Unlikely
PATERSON LINC,0,966.0,2706.0,2.8,238509,0,1, River Valley,9,33.0,35.0,2357.0,2750.0,1738.0,0.2656637830019289,0.04210232057644463,Very Unlikely
PATERSON RESIDENCE,0,7776.0,16330.0,2.1,238543,1,1, River Valley,9,35.0,11.0,2640.0,2775.0,1155.0,0.4623727683348836,0.014855565082381544,Very Unlikely
PATERSON SUITES,0,8038.0,16879.0,2.1,238550,1,1, River Valley,9,33.0,12.0,2591.0,3850.0,2071.0,0.322321692685742,0.001068929676943932,Very Unlikely
PAVILION 11,0,7570.0,21196.0,2.8,309978,1,1, Novena,11,34.0,18.0,1674.0,1931.0,775.0,0.6678732211471272,0.05086137768766742,Very Unlikely
PEACH GARDEN,0,630.0,21270.96451425247,2.2073144876325084,437602,0,1, Marine Parade,15,68.0,72.0,1601.0,1601.0,347.0,1.450959617789755,0.4223350401914825,Possible
PEAK RESIDENCE,0,5331.0,7463.0,1.4,307675,1,1, Novena,11,39.48150357995227,9.0,2480.0,2872.0,2295.0,0.6451178355877745,0.05891797376533402,Very Unlikely
PEAKVIEW ESTATE,0,307.0,21270.96451425247,2.2073144876325084,486907,0,1, Bedok,16,39.48150357995227,124.71927846674184,920.0,920.0,310.0,0.4946407995933216,0.49953805421337366,Possible
PEBBLE BAY,0,32237.0,90186.0,2.8,436918,1,0, Kallang,15,46.0,51.0,1685.0,1900.0,415.0,0.6786567320375944,0.004806738379467686,Very Unlikely
PEIRCE VIEW,0,5835.0,8199.0,1.4,574418,1,1, Ang Mo Kio,20,47.0,66.0,985.0,1107.0,444.0,0.961597483696429,0.5532094000566866,Possible
PEPYS HILL CONDOMINIUM,0,19365.0,26151.0,1.4,118450,1,1, Queenstown,5,55.0,32.0,963.0,1271.0,290.0,0.3197550513902752,0.24372214501576495,Unlikely
PERFECT TEN,0,9711.0,20394.0,2.1,259713,1,1, Tanglin,10,39.48150357995227,23.0,3001.0,3585.0,2649.0,0.784485740175433,0.008950688705934847,Very Unlikely
PETAIN COURT,0,520.0,832.0,1.6,208085,0,1, Kallang,8,49.0,124.71927846674184,962.0,1316.0,545.0,0.4871835714984259,0.5665568871312734,Possible
PETIT JERVOIS,0,3162.0,4870.0,1.4,247657,0,1, Tanglin,10,21.0,55.0,2818.0,3187.0,2561.0,0.7977977241431327,0.021419274638868942,Very Unlikely
PHOENIX RESIDENCES,0,3972.0,5536.0,1.4,668382,0,0, Bukit Batok,23,39.48150357995227,74.0,1595.0,1689.0,1451.0,0.3782446813224669,0.4378336364845539,Possible
PICARDY GARDENS,0,400.0,21270.96451425247,2.2073144876325084,488653,1,1, Bedok,16,68.0,91.0,810.0,951.0,250.0,0.781104763224777,0.7422737890284146,Likely
Piccadilly Grand,0,8733.0,36679.0,2.2073144876325084,219568,0,0, Kallang,8,39.48150357995227,47.0,2170.0,2593.0,1801.0,0.1912953533332005,0.023770953195550407,Very Unlikely
PIN MANSIONS,0,1978.0,2769.0,1.4,547837,0,1, Hougang,19,51.0,16.0,1225.0,1225.0,404.0,0.4951199134634857,0.5509133712815322,Possible
PINE COURT,0,1445.0,2024.0,1.4,425440,0,1, Bedok,15,62.0,9.0,943.0,960.0,391.0,1.152996626098138,0.7991765363188805,Likely
PINE GROVE,0,82966.0,174228.0,2.1,590001,1,0, Bukit Timah,21,39.48150357995227,66.0,1051.0,1157.0,258.0,0.971785567217535,0.0005097079700612821,Very Unlikely
PINEHURST CONDOMINIUM,0,4044.0,5662.0,1.4,425569,1,1, Bedok,15,50.0,41.0,1294.0,1408.0,353.0,1.010329170375279,0.388868801701744,Unlikely
PINETREE CONDOMINIUM,0,3846.0,6153.0,1.6,259856,1,1, Tanglin,10,47.0,5.0,1711.0,1711.0,635.0,0.6712893719335749,0.2478778281150639,Unlikely
PINEWOOD GARDENS,0,16810.0,26923.0,1.6,259850,1,1, Tanglin,10,53.0,149.0,2149.0,2228.0,557.0,0.5432377806133999,0.07870737742142529,Very Unlikely
PINNACLE 16,0,1894.0,5303.0,2.8,328107,0,1, Novena,12,37.0,73.0,1647.0,1669.0,558.0,0.5238777978357557,0.21812332255152103,Unlikely
PLATINA GARDENS,0,746.0,1045.0,1.4,758383,0,1, Mandai,27,56.0,28.0,730.0,730.0,730.0,1.003162516086474,0.8979173933313919,Very Likely
PLATINUM EDGE,0,1841.0,3865.0,2.1,358847,0,1, Toa Payoh,13,36.0,51.0,1406.0,1472.0,465.0,0.2644600386634672,0.2584574835146806,Unlikely
POH HENG COURT,0,1544.0,21270.96451425247,2.2073144876325084,455055,0,1, Bedok,15,57.0,1.0,1334.0,1334.0,517.0,1.141341296619968,0.40347532551358295,Possible
POSHGROVE EAST,0,6401.0,8961.0,1.4,428960,1,1, Bedok,15,35.0,76.0,1473.0,1850.0,396.0,1.402122610416641,0.08050559259925706,Very Unlikely
PRESIDIO,0,647.0,906.0,1.4,423472,0,1, Geylang,15,34.0,8.0,1141.0,1373.0,597.0,1.078624206432037,0.2777716253670224,Unlikely
PRESTIGE HEIGHTS,0,2427.0,6797.0,2.8,329778,0,1, Novena,12,32.0,154.0,1657.0,2119.0,791.0,0.9780888528043088,0.08200146809869643,Very Unlikely
PRESTIGE LOFT,0,641.0,897.0,1.4,423911,0,1, Bedok,15,33.0,19.0,1548.0,1561.0,878.0,1.197713799699248,0.29182946954195865,Unlikely
PRESTIGE RESIDENCE,0,883.0,1236.0,1.4,426235,0,1, Bedok,15,35.0,16.0,1111.0,1177.0,654.0,0.5658139661052791,0.44420060836995606,Possible
PRIMO RESIDENCES,0,2870.0,4018.0,1.4,537652,0,1, Hougang,19,31.0,64.0,1268.0,1473.0,869.0,0.6487023732412818,0.28736733517484253,Unlikely
PRINCIPAL GARDEN,0,25088.0,52684.0,2.1,159025,1,0, Bukit Merah,3,25.0,663.0,1994.0,2283.0,1474.0,0.6594033768873271,0.12144909955833129,Very Unlikely
PRISTINE HEIGHTS,0,1916.0,5364.0,2.8,219053,0,1, Kallang,8,34.0,6.0,1507.0,1588.0,729.0,0.5689105651789231,0.19593086751960678,Very Unlikely
PROSPERO VILLE,0,1570.0,2202.0,1.4,425766,0,1, Bedok,15,41.0,2.0,1208.0,1208.0,332.0,0.8018526027604684,0.40371975499030927,Possible
PROXIMO,0,2932.0,6157.0,2.1,258204,0,1, Tanglin,10,38.0,49.0,2278.0,2278.0,517.0,0.427060401967866,0.05451165336131141,Very Unlikely
PUBLIC MANSION,0,2766.0,8297.0,3.0,329813,0,1, Novena,12,69.0,3.0,944.0,1072.0,224.0,0.7041662932947774,0.7076110311901247,Likely
PULLMAN RESIDENCES NEWTON,0,8867.0,25817.0,2.8,309421,0,1, Novena,11,39.48150357995227,34.0,3062.0,3491.0,2512.0,0.2853528434206548,0.009294135136777697,Very Unlikely
Q BAY RESIDENCES,0,20071.0,56200.0,2.8,528583,1,0, Tampines,18,27.0,63.0,1251.0,1471.0,823.0,1.346203707132624,0.03453543577486795,Very Unlikely
QUEEN ASTRID GARDENS,0,5783.0,21270.96451425247,2.2073144876325084,266857,0,0, Bukit Timah,10,54.0,124.71927846674184,2281.0,2281.0,1137.0,1.091350466033606,0.16940253815672984,Very Unlikely
QUEENS,0,21894.0,88616.0,4.05,148954,1,0, Queenstown,3,41.0,722.0,1471.0,1650.0,386.0,0.2087867043516342,0.12934214538684458,Very Unlikely
Queens Peak,0,10516.0,51529.0,4.9,149456,1,0, Queenstown,3,23.0,736.0,2020.0,2206.0,1037.0,0.1059345672226403,0.13872094328246534,Very Unlikely
QUEENSBERRY LODGE,0,638.0,1787.0,2.8,248185,0,1, Tanglin,10,41.0,12.0,1447.0,1447.0,421.0,0.987602567189792,0.3111164288744428,Unlikely
QUEENSWAY TOWER,0,9322.0,21270.96451425247,2.2073144876325084,149053,0,1, Queenstown,3,67.0,78.0,1227.0,1227.0,294.0,0.8517403672864298,0.5890210342166212,Possible
QUINTERRA,0,3660.0,7687.0,2.1,278636,0,0, Bukit Timah,10,34.0,55.0,1522.0,1640.0,458.0,0.8351064113841464,0.14864113557086797,Very Unlikely
R MAISON,0,530.0,742.0,1.4,357699,0,1, Serangoon,13,27.0,45.0,1445.0,1516.0,1010.0,0.472108327090297,0.2890290564162086,Unlikely
R66 APARTMENTS,0,786.0,2359.0,3.0,217699,0,1, Kallang,8,36.0,34.0,1455.0,1548.0,541.0,0.1805936124941591,0.2317325939760752,Unlikely
RACE COURSE 138,0,873.0,3056.0,3.5,218591,0,1, Rochor,8,41.0,24.0,1052.0,1520.0,449.0,0.3512768150476502,0.20107115264345893,Unlikely
RACE COURSE BUILDING,0,9256.203754831584,21270.96451425247,2.2073144876325084,218664,0,1, Kallang,8,53.0,124.71927846674184,900.0,900.0,900.0,0.5236194071571638,0.7874244048766285,Likely
RACE COURSE MANSION,0,687.0,2403.0,3.5,218583,0,1, Rochor,8,39.0,16.0,909.0,1022.0,456.0,0.3879839545949148,0.5036282991612683,Possible
RADIX,0,1357.0,1899.0,1.4,428228,0,1, Bedok,15,37.0,21.0,1048.0,1280.0,416.0,0.3853955183801404,0.3110743613668986,Unlikely
RAFFLESIA CONDOMINIUM,0,12304.0,25839.0,2.1,579800,1,0, Bishan,20,40.0,23.0,1338.0,1452.0,301.0,0.4399042500311646,0.11223221996955551,Very Unlikely
RAJAH TOWERS,0,5988.0,16806.0,2.81,329141,0,1, Novena,12,60.0,98.0,1279.0,1293.0,183.0,0.5845844669264396,0.5037658521125388,Possible
RANGOON 88,0,896.0,301.0,0.34,218374,0,1, Kallang,8,29.0,48.0,1388.0,1644.0,1118.0,0.2249282155762665,0.24209209985448585,Unlikely
RANGOON APARTMENTS,0,786.0,2358.0,3.0,218447,0,1, Kallang,8,47.0,124.71927846674184,1222.0,1239.0,343.0,0.5727531693214023,0.5898854042501026,Possible
RANGOON VIEW,0,354.0,1063.0,3.0,218460,0,1, Kallang,8,43.0,6.0,944.0,1199.0,265.0,0.6451642330905896,0.3723573564594715,Unlikely
REFLECTIONS AT KEPPEL BAY,0,82803.0,198300.0,2.39,98402,1,0, Bukit Merah,4,32.0,1129.0,1784.0,3256.0,1085.0,0.7190341354331551,7.679703027930972e-05,Very Unlikely
REGAL COURT,0,1858.0,5190.0,2.79,328837,0,1, Novena,12,46.0,55.0,1200.0,1200.0,445.0,1.065981635471232,0.5331999473269817,Possible
REGENCY LODGE,0,1313.0,2760.0,2.1,248191,0,1, Tanglin,10,45.0,2.0,1874.0,1874.0,609.0,1.052101425192091,0.18615648172047947,Very Unlikely
REGENCY PARK,0,47081.0,98884.0,2.1,248726,1,1, Tanglin,10,53.0,292.0,2116.0,2412.0,630.0,1.104799439412558,0.004500601581253683,Very Unlikely
REGENCY SUITES,0,3790.0,11372.0,3.0,169262,0,1, Bukit Merah,3,35.0,84.0,2092.0,2095.0,510.0,0.3118622261120068,0.06518327704788186,Very Unlikely
REGENT GROVE,0,22859.0,68574.0,3.0,689527,1,0, Choa Chu Kang,23,43.0,553.0,896.0,1002.0,323.0,0.2515851699519009,0.4513391073593621,Possible
REGENT HEIGHTS,0,27077.0,75816.0,2.8,659801,1,0, Bukit Batok,23,44.0,645.0,899.0,1027.0,331.0,0.8645412741576001,0.47550351114882256,Possible
REGENT PARK,0,58898.0,123669.0,2.1,128803,1,0, Clementi,5,46.0,276.0,1165.0,1301.0,378.0,0.4897278962657513,0.011662661702272864,Very Unlikely
REGENT RESIDENCES,0,3610.0,10106.0,2.8,328190,0,1, Kallang,12,28.0,18.0,1563.0,1772.0,1053.0,0.6253964705669203,0.11539156747803149,Very Unlikely
REGENTVILLE,0,9256.203754831584,21270.96451425247,2.2073144876325084,538683,0,0, Hougang,19,44.0,58.0,904.0,1059.0,284.0,1.590666501176949,0.35640483878236967,Unlikely
REGIS MANSIONS,0,2340.0,4658.0,1.99,598433,0,1, Bukit Timah,21,45.0,4.0,1320.0,1467.0,390.0,0.8608634151418936,0.2817876735068109,Unlikely
REIGNWOOD HAMILTON SCOTTS,0,3333.0,14000.0,4.2,228229,0,1, Newton,9,31.0,56.0,2722.0,5001.0,2300.0,0.246023508637189,4.649661738105176e-05,Very Unlikely
RESIDENCE 66,0,1115.0,1562.0,1.4,423788,0,1, Bedok,15,35.0,18.0,1375.0,1375.0,602.0,0.699983588836575,0.33320446533788706,Unlikely
RESIDENCE TWENTY-TWO,0,1593.0,2230.0,1.4,423844,0,1, Bedok,15,21.0,22.0,1933.0,2009.0,1569.0,1.134821177612811,0.13102697864370283,Very Unlikely
RESIDENCES AT 338A,0,2027.0,5674.0,2.8,238381,0,1, River Valley,9,39.0,46.0,2033.0,2190.0,748.0,0.4505114812808311,0.07854832708370806,Very Unlikely
RESIDENCES AT EMERALD HILL,0,2501.0,21270.96451425247,2.2073144876325084,229401,0,1, Newton,9,32.0,33.0,2335.0,3182.0,2000.0,0.5695069495520996,0.006402706347207324,Very Unlikely
RESIDENCES BOTANIQUE,0,5333.0,7467.0,1.4,545550,1,1, Hougang,19,31.0,81.0,1385.0,1470.0,844.0,0.8750214478723101,0.29055499638350524,Unlikely
RHAPSODY ON MOUNT ELIZABETH,0,1491.0,4180.0,2.8,228513,0,1, Newton,9,33.0,32.0,1954.0,2394.0,1481.0,0.5318890978175319,0.0642400342660481,Very Unlikely
RIA APARTMENTS,0,668.0,629.0,0.94,119462,0,1, Queenstown,5,30.0,1.0,1185.0,1355.0,899.0,0.1351437501874516,0.3083835248381409,Unlikely
RICCHEZZA,0,874.0,1224.0,1.4,425399,0,1, Bedok,15,33.0,16.0,1392.0,1392.0,580.0,1.116112365128203,0.3013017158991356,Unlikely
RICH EAST GARDEN,0,9732.0,13624.0,1.4,466438,1,1, Bedok,16,60.0,4.0,1017.0,1037.0,315.0,1.335538456694251,0.6165853332035499,Likely
RICH MANSIONS,0,3467.0,7280.0,2.1,259709,1,1, Tanglin,10,49.0,37.0,1708.0,1708.0,606.0,0.7445392240188774,0.2834577219709995,Unlikely
RICHMOND PARK,0,8397.0,23510.0,2.8,229920,1,1, Newton,9,47.0,159.0,3278.0,3278.0,927.0,0.4758546849432263,0.010701355499561645,Very Unlikely
RIDGE COURT,0,947.0,1987.0,2.1,358459,0,1, Toa Payoh,13,41.0,15.0,982.0,982.0,437.0,0.1945426081553614,0.5765494272595825,Possible
RIDGEWOOD,0,62441.0,131126.0,2.1,276692,1,0, Bukit Timah,10,62.0,463.0,1583.0,1673.0,237.0,0.7039848505728741,0.016692554361138746,Very Unlikely
RIO GARDENS,0,2204.0,6171.0,2.8,329001,0,1, Kallang,12,38.0,54.0,1281.0,1335.0,401.0,0.7455037727073752,0.3201664239983923,Unlikely
